GeneID,GeneName,Synonym,Tax_ID,Organism
880239,PA5409,PA5409,208964,Pseudomonas aeruginosa PAO1
880238,PA4806,PA4806,208964,Pseudomonas aeruginosa PAO1
880237,PA4805,PA4805,208964,Pseudomonas aeruginosa PAO1
880236,PA2490,PA2490,208964,Pseudomonas aeruginosa PAO1
880235,PA2489,PA2489,208964,Pseudomonas aeruginosa PAO1
880234,PA4994,PA4994,208964,Pseudomonas aeruginosa PAO1
880233,PA4993,PA4993,208964,Pseudomonas aeruginosa PAO1
880232,PA3612,PA3612,208964,Pseudomonas aeruginosa PAO1
880231,PA3611,PA3611,208964,Pseudomonas aeruginosa PAO1
880230,fdxA,fdxA,208964,Pseudomonas aeruginosa PAO1
880229,mutS,mutS,208964,Pseudomonas aeruginosa PAO1
880228,PA2178,PA2178,208964,Pseudomonas aeruginosa PAO1
880227,PA4120,PA4120,208964,Pseudomonas aeruginosa PAO1
880226,aph,aph,208964,Pseudomonas aeruginosa PAO1
880225,fruI,fruI,208964,Pseudomonas aeruginosa PAO1
880224,fruK,fruK,208964,Pseudomonas aeruginosa PAO1
880223,PA4166,PA4166,208964,Pseudomonas aeruginosa PAO1
880222,PA4165,PA4165,208964,Pseudomonas aeruginosa PAO1
880221,PA3588,PA3588,208964,Pseudomonas aeruginosa PAO1
880220,metR,metR,208964,Pseudomonas aeruginosa PAO1
880219,PA3592,PA3592,208964,Pseudomonas aeruginosa PAO1
880218,PA3591,PA3591,208964,Pseudomonas aeruginosa PAO1
880217,ercS,ercS,208964,Pseudomonas aeruginosa PAO1
880216,nagZ,nagZ,208964,Pseudomonas aeruginosa PAO1
880215,PA3004,PA3004,208964,Pseudomonas aeruginosa PAO1
880214,fepG,fepG,208964,Pseudomonas aeruginosa PAO1
880213,fepD,fepD,208964,Pseudomonas aeruginosa PAO1
880212,mexE,mexE,208964,Pseudomonas aeruginosa PAO1
880211,PA3594,PA3594,208964,Pseudomonas aeruginosa PAO1
880210,PA3593,PA3593,208964,Pseudomonas aeruginosa PAO1
880209,ppiC2,ppiC2,208964,Pseudomonas aeruginosa PAO1
880208,piv,piv,208964,Pseudomonas aeruginosa PAO1
880207,PA3590,PA3590,208964,Pseudomonas aeruginosa PAO1
880206,PA3589,PA3589,208964,Pseudomonas aeruginosa PAO1
880205,nqrB,nqrB,208964,Pseudomonas aeruginosa PAO1
880204,nqrC,nqrC,208964,Pseudomonas aeruginosa PAO1
880203,PA3598,PA3598,208964,Pseudomonas aeruginosa PAO1
880202,PA3597,PA3597,208964,Pseudomonas aeruginosa PAO1
880201,PA1118,PA1118,208964,Pseudomonas aeruginosa PAO1
880200,PA2957,PA2957,208964,Pseudomonas aeruginosa PAO1
880199,PA2956,PA2956,208964,Pseudomonas aeruginosa PAO1
880198,selA,selA,208964,Pseudomonas aeruginosa PAO1
880197,selB,selB,208964,Pseudomonas aeruginosa PAO1
880196,PA1981,PA1981,208964,Pseudomonas aeruginosa PAO1
880195,PA3606,PA3606,208964,Pseudomonas aeruginosa PAO1
880194,PA3605,PA3605,208964,Pseudomonas aeruginosa PAO1
880193,fdnH,fdnH,208964,Pseudomonas aeruginosa PAO1
880192,fdnI,fdnI,208964,Pseudomonas aeruginosa PAO1
880191,PA0225,PA0225,208964,Pseudomonas aeruginosa PAO1
880190,PA4978,PA4978,208964,Pseudomonas aeruginosa PAO1
880189,aruI,aruI,208964,Pseudomonas aeruginosa PAO1
880188,PA3619,PA3619,208964,Pseudomonas aeruginosa PAO1
880187,PA3618,PA3618,208964,Pseudomonas aeruginosa PAO1
880186,PA1033,PA1033,208964,Pseudomonas aeruginosa PAO1
880185,PA1994,PA1994,208964,Pseudomonas aeruginosa PAO1
880184,PA3575,PA3575,208964,Pseudomonas aeruginosa PAO1
880183,nalD,nalD,208964,Pseudomonas aeruginosa PAO1
880182,PA4164,PA4164,208964,Pseudomonas aeruginosa PAO1
880181,PA4163,PA4163,208964,Pseudomonas aeruginosa PAO1
880180,glpM,glpM,208964,Pseudomonas aeruginosa PAO1
880179,glpD,glpD,208964,Pseudomonas aeruginosa PAO1
880178,PA3579,PA3579,208964,Pseudomonas aeruginosa PAO1
880177,PA3578,PA3578,208964,Pseudomonas aeruginosa PAO1
880176,PA4155,PA4155,208964,Pseudomonas aeruginosa PAO1
880175,PA4154,PA4154,208964,Pseudomonas aeruginosa PAO1
880174,PA3586,PA3586,208964,Pseudomonas aeruginosa PAO1
880173,recA,recA,208964,Pseudomonas aeruginosa PAO1
880172,PA4823,PA4823,208964,Pseudomonas aeruginosa PAO1
880171,PA4822,PA4822,208964,Pseudomonas aeruginosa PAO1
880170,fdhE,fdhE,208964,Pseudomonas aeruginosa PAO1
880169,kdsB,kdsB,208964,Pseudomonas aeruginosa PAO1
880168,ptpA,ptpA,208964,Pseudomonas aeruginosa PAO1
880167,PA4992,PA4992,208964,Pseudomonas aeruginosa PAO1
880166,PA4991,PA4991,208964,Pseudomonas aeruginosa PAO1
880165,PA3009,PA3009,208964,Pseudomonas aeruginosa PAO1
880164,PA3008,PA3008,208964,Pseudomonas aeruginosa PAO1
880163,glpR,glpR,208964,Pseudomonas aeruginosa PAO1
880162,glpK,glpK,208964,Pseudomonas aeruginosa PAO1
880161,PA4157,PA4157,208964,Pseudomonas aeruginosa PAO1
880160,PA4156,PA4156,208964,Pseudomonas aeruginosa PAO1
880159,PA2953,PA2953,208964,Pseudomonas aeruginosa PAO1
880158,etfB,etfB,208964,Pseudomonas aeruginosa PAO1
880157,PA4815,PA4815,208964,Pseudomonas aeruginosa PAO1
880156,fadH2,fadH2,208964,Pseudomonas aeruginosa PAO1
880155,PA1993,PA1993,208964,Pseudomonas aeruginosa PAO1
880154,PA4985,PA4985,208964,Pseudomonas aeruginosa PAO1
880153,PA4984,PA4984,208964,Pseudomonas aeruginosa PAO1
880152,glpF,glpF,208964,Pseudomonas aeruginosa PAO1
880151,PA3580,PA3580,208964,Pseudomonas aeruginosa PAO1
880150,erdR,erdR,208964,Pseudomonas aeruginosa PAO1
880149,dgkA,dgkA,208964,Pseudomonas aeruginosa PAO1
880148,PA1067,PA1067,208964,Pseudomonas aeruginosa PAO1
880147,PA4990,PA4990,208964,Pseudomonas aeruginosa PAO1
880146,PA4989,PA4989,208964,Pseudomonas aeruginosa PAO1
880145,waaA,waaA,208964,Pseudomonas aeruginosa PAO1
880144,rpmF,rpmF,208964,Pseudomonas aeruginosa PAO1
880143,plsX,plsX,208964,Pseudomonas aeruginosa PAO1
880142,PA3600,PA3600,208964,Pseudomonas aeruginosa PAO1
880141,PA3599,PA3599,208964,Pseudomonas aeruginosa PAO1
880140,PA2803,PA2803,208964,Pseudomonas aeruginosa PAO1
880139,PA2802,PA2802,208964,Pseudomonas aeruginosa PAO1
880138,PA3602,PA3602,208964,Pseudomonas aeruginosa PAO1
880137,PA3601,PA3601,208964,Pseudomonas aeruginosa PAO1
880136,PA2985,PA2985,208964,Pseudomonas aeruginosa PAO1
880135,PA2984,PA2984,208964,Pseudomonas aeruginosa PAO1
880134,PA4153,PA4153,208964,Pseudomonas aeruginosa PAO1
880133,PA4152,PA4152,208964,Pseudomonas aeruginosa PAO1
880132,potD,potD,208964,Pseudomonas aeruginosa PAO1
880131,potC,potC,208964,Pseudomonas aeruginosa PAO1
880130,PA3596,PA3596,208964,Pseudomonas aeruginosa PAO1
880129,PA3595,PA3595,208964,Pseudomonas aeruginosa PAO1
880128,pqqE,pqqE,208964,Pseudomonas aeruginosa PAO1
880127,PA2993,PA2993,208964,Pseudomonas aeruginosa PAO1
880126,PA2992,PA2992,208964,Pseudomonas aeruginosa PAO1
880125,lipC,lipC,208964,Pseudomonas aeruginosa PAO1
880124,fdnG,fdnG,208964,Pseudomonas aeruginosa PAO1
880123,PA3614,PA3614,208964,Pseudomonas aeruginosa PAO1
880122,PA3613,PA3613,208964,Pseudomonas aeruginosa PAO1
880121,pqqH,pqqH,208964,Pseudomonas aeruginosa PAO1
880120,PA2135,PA2135,208964,Pseudomonas aeruginosa PAO1
880119,PA4162,PA4162,208964,Pseudomonas aeruginosa PAO1
880118,acoR,acoR,208964,Pseudomonas aeruginosa PAO1
880116,PA0257,PA0257,208964,Pseudomonas aeruginosa PAO1
880115,PA3106,PA3106,208964,Pseudomonas aeruginosa PAO1
880114,xcpQ,xcpQ,208964,Pseudomonas aeruginosa PAO1
880113,PA4143,PA4143,208964,Pseudomonas aeruginosa PAO1
880112,PA4142,PA4142,208964,Pseudomonas aeruginosa PAO1
880111,ercS',ercS',208964,Pseudomonas aeruginosa PAO1
880110,PA2134,PA2134,208964,Pseudomonas aeruginosa PAO1
880109,PA4149,PA4149,208964,Pseudomonas aeruginosa PAO1
880108,PA4148,PA4148,208964,Pseudomonas aeruginosa PAO1
880107,PA1034,PA1034,208964,Pseudomonas aeruginosa PAO1
880106,PA4139,PA4139,208964,Pseudomonas aeruginosa PAO1
880105,tyrS,tyrS,208964,Pseudomonas aeruginosa PAO1
880104,PA5405,PA5405,208964,Pseudomonas aeruginosa PAO1
880103,PA5404,PA5404,208964,Pseudomonas aeruginosa PAO1
880102,PA2179,PA2179,208964,Pseudomonas aeruginosa PAO1
880101,hpcB,hpcB,208964,Pseudomonas aeruginosa PAO1
880100,hpcC,hpcC,208964,Pseudomonas aeruginosa PAO1
880099,PA4817,PA4817,208964,Pseudomonas aeruginosa PAO1
880098,PA4816,PA4816,208964,Pseudomonas aeruginosa PAO1
880097,PA3133,PA3133,208964,Pseudomonas aeruginosa PAO1
880096,PA4141,PA4141,208964,Pseudomonas aeruginosa PAO1
880095,PA4140,PA4140,208964,Pseudomonas aeruginosa PAO1
880094,PA5408,PA5408,208964,Pseudomonas aeruginosa PAO1
880093,PA5407,PA5407,208964,Pseudomonas aeruginosa PAO1
880092,PA5406,PA5406,208964,Pseudomonas aeruginosa PAO1
880091,PA4137,PA4137,208964,Pseudomonas aeruginosa PAO1
880090,PA4136,PA4136,208964,Pseudomonas aeruginosa PAO1
880089,atpB,atpB,208964,Pseudomonas aeruginosa PAO1
880088,atpE,atpE,208964,Pseudomonas aeruginosa PAO1
880087,PA5082,PA5082,208964,Pseudomonas aeruginosa PAO1
880086,PA5081,PA5081,208964,Pseudomonas aeruginosa PAO1
880085,PA4135,PA4135,208964,Pseudomonas aeruginosa PAO1
880084,PA4134,PA4134,208964,Pseudomonas aeruginosa PAO1
880083,pchF,pchF,208964,Pseudomonas aeruginosa PAO1
880082,pchG,pchG,208964,Pseudomonas aeruginosa PAO1
880081,PA2180,PA2180,208964,Pseudomonas aeruginosa PAO1
880080,PA4122,PA4122,208964,Pseudomonas aeruginosa PAO1
880079,PA4121,PA4121,208964,Pseudomonas aeruginosa PAO1
880078,PA2583,PA2583,208964,Pseudomonas aeruginosa PAO1
880077,PA2582,PA2582,208964,Pseudomonas aeruginosa PAO1
880076,PA4782,PA4782,208964,Pseudomonas aeruginosa PAO1
880075,PA4781,PA4781,208964,Pseudomonas aeruginosa PAO1
880074,PA4223,PA4223,208964,Pseudomonas aeruginosa PAO1
880073,PA4222,PA4222,208964,Pseudomonas aeruginosa PAO1
880071,PA5412,PA5412,208964,Pseudomonas aeruginosa PAO1
880070,gbcB,gbcB,208964,Pseudomonas aeruginosa PAO1
880069,PA1036,PA1036,208964,Pseudomonas aeruginosa PAO1
880068,PA4819,PA4819,208964,Pseudomonas aeruginosa PAO1
880067,PA4818,PA4818,208964,Pseudomonas aeruginosa PAO1
880066,glyA1,glyA1,208964,Pseudomonas aeruginosa PAO1
880065,PA5414,PA5414,208964,Pseudomonas aeruginosa PAO1
880064,ltaA,ltaA,208964,Pseudomonas aeruginosa PAO1
880063,PA2581,PA2581,208964,Pseudomonas aeruginosa PAO1
880062,PA1028,PA1028,208964,Pseudomonas aeruginosa PAO1
880061,soxD,soxD,208964,Pseudomonas aeruginosa PAO1
880060,soxB,soxB,208964,Pseudomonas aeruginosa PAO1
880059,PA4821,PA4821,208964,Pseudomonas aeruginosa PAO1
880058,PA4820,PA4820,208964,Pseudomonas aeruginosa PAO1
880057,PA4780,PA4780,208964,Pseudomonas aeruginosa PAO1
880056,PA4779,PA4779,208964,Pseudomonas aeruginosa PAO1
880055,acoB,acoB,208964,Pseudomonas aeruginosa PAO1
880054,PA4150,PA4150,208964,Pseudomonas aeruginosa PAO1
880053,fdhA,fdhA,208964,Pseudomonas aeruginosa PAO1
880052,purU2,purU2,208964,Pseudomonas aeruginosa PAO1
880051,PA4133,PA4133,208964,Pseudomonas aeruginosa PAO1
880050,PA4132,PA4132,208964,Pseudomonas aeruginosa PAO1
880049,pchR,pchR,208964,Pseudomonas aeruginosa PAO1
880048,pchE,pchE,208964,Pseudomonas aeruginosa PAO1
880047,PA2380,PA2380,208964,Pseudomonas aeruginosa PAO1
880046,purH,purH,208964,Pseudomonas aeruginosa PAO1
880045,fis,fis,208964,Pseudomonas aeruginosa PAO1
880044,PA1117,PA1117,208964,Pseudomonas aeruginosa PAO1
880043,PA5423,PA5423,208964,Pseudomonas aeruginosa PAO1
880042,PA5422,PA5422,208964,Pseudomonas aeruginosa PAO1
880041,PA3488,PA3488,208964,Pseudomonas aeruginosa PAO1
880040,pldA,pldA,208964,Pseudomonas aeruginosa PAO1
880039,PA3389,PA3389,208964,Pseudomonas aeruginosa PAO1
880038,PA3390,PA3390,208964,Pseudomonas aeruginosa PAO1
880037,PA2108,PA2108,208964,Pseudomonas aeruginosa PAO1
880036,PA3502,PA3502,208964,Pseudomonas aeruginosa PAO1
880035,PA3501,PA3501,208964,Pseudomonas aeruginosa PAO1
880034,PA3388,PA3388,208964,Pseudomonas aeruginosa PAO1
880033,rhlG,rhlG,208964,Pseudomonas aeruginosa PAO1
880032,PA2107,PA2107,208964,Pseudomonas aeruginosa PAO1
880031,PA2484,PA2484,208964,Pseudomonas aeruginosa PAO1
880030,PA2483,PA2483,208964,Pseudomonas aeruginosa PAO1
880029,PA4970,PA4970,208964,Pseudomonas aeruginosa PAO1
880028,cpdA,cpdA,208964,Pseudomonas aeruginosa PAO1
880027,PA3484,PA3484,208964,Pseudomonas aeruginosa PAO1
880026,PA3483,PA3483,208964,Pseudomonas aeruginosa PAO1
880025,PA2020,PA2020,208964,Pseudomonas aeruginosa PAO1
880024,PA3498,PA3498,208964,Pseudomonas aeruginosa PAO1
880023,PA3497,PA3497,208964,Pseudomonas aeruginosa PAO1
880022,PA2102,PA2102,208964,Pseudomonas aeruginosa PAO1
880021,PA3510,PA3510,208964,Pseudomonas aeruginosa PAO1
880020,PA3509,PA3509,208964,Pseudomonas aeruginosa PAO1
880019,hasE,hasE,208964,Pseudomonas aeruginosa PAO1
880018,PA3404,PA3404,208964,Pseudomonas aeruginosa PAO1
880017,PA1188,PA1188,208964,Pseudomonas aeruginosa PAO1
880016,PA2569,PA2569,208964,Pseudomonas aeruginosa PAO1
880015,PA2568,PA2568,208964,Pseudomonas aeruginosa PAO1
880014,PA2347,PA2347,208964,Pseudomonas aeruginosa PAO1
880013,nosD,nosD,208964,Pseudomonas aeruginosa PAO1
880012,PA3534,PA3534,208964,Pseudomonas aeruginosa PAO1
880011,PA3533,PA3533,208964,Pseudomonas aeruginosa PAO1
880010,mtlY,mtlY,208964,Pseudomonas aeruginosa PAO1
880009,PA2578,PA2578,208964,Pseudomonas aeruginosa PAO1
880008,PA2577,PA2577,208964,Pseudomonas aeruginosa PAO1
880007,PA1784,PA1784,208964,Pseudomonas aeruginosa PAO1
880006,PA5159,PA5159,208964,Pseudomonas aeruginosa PAO1
880005,PA5158,PA5158,208964,Pseudomonas aeruginosa PAO1
880004,PA5157,PA5157,208964,Pseudomonas aeruginosa PAO1
880003,phnC,phnC,208964,Pseudomonas aeruginosa PAO1
880002,PA3383,PA3383,208964,Pseudomonas aeruginosa PAO1
880001,PA2845,PA2845,208964,Pseudomonas aeruginosa PAO1
880000,PA2844,PA2844,208964,Pseudomonas aeruginosa PAO1
879999,PA1134,PA1134,208964,Pseudomonas aeruginosa PAO1
879998,mtlD,mtlD,208964,Pseudomonas aeruginosa PAO1
879997,PA2021,PA2021,208964,Pseudomonas aeruginosa PAO1
879996,bdhA,bdhA,208964,Pseudomonas aeruginosa PAO1
879995,PA1944,PA1944,208964,Pseudomonas aeruginosa PAO1
879994,mvfR,mvfR,208964,Pseudomonas aeruginosa PAO1
879993,PA3516,PA3516,208964,Pseudomonas aeruginosa PAO1
879992,PA3515,PA3515,208964,Pseudomonas aeruginosa PAO1
879991,rmlC,rmlC,208964,Pseudomonas aeruginosa PAO1
879990,rmlA,rmlA,208964,Pseudomonas aeruginosa PAO1
879989,PA2120,PA2120,208964,Pseudomonas aeruginosa PAO1
879988,rnr,rnr,208964,Pseudomonas aeruginosa PAO1
879987,PA1364,PA1364,208964,Pseudomonas aeruginosa PAO1
879986,PA3490,PA3490,208964,Pseudomonas aeruginosa PAO1
879985,PA3489,PA3489,208964,Pseudomonas aeruginosa PAO1
879984,acnB,acnB,208964,Pseudomonas aeruginosa PAO1
879983,rmlD,rmlD,208964,Pseudomonas aeruginosa PAO1
879982,rmlB,rmlB,208964,Pseudomonas aeruginosa PAO1
879981,PA1125,PA1125,208964,Pseudomonas aeruginosa PAO1
879980,PA3494,PA3494,208964,Pseudomonas aeruginosa PAO1
879979,PA3493,PA3493,208964,Pseudomonas aeruginosa PAO1
879978,nosY,nosY,208964,Pseudomonas aeruginosa PAO1
879977,nosF,nosF,208964,Pseudomonas aeruginosa PAO1
879976,PA1785,PA1785,208964,Pseudomonas aeruginosa PAO1
879975,PA5152,PA5152,208964,Pseudomonas aeruginosa PAO1
879974,PA5151,PA5151,208964,Pseudomonas aeruginosa PAO1
879973,PA5150,PA5150,208964,Pseudomonas aeruginosa PAO1
879972,opdO,opdO,208964,Pseudomonas aeruginosa PAO1
879971,PA1786,PA1786,208964,Pseudomonas aeruginosa PAO1
879970,PA5154,PA5154,208964,Pseudomonas aeruginosa PAO1
879969,PA5153,PA5153,208964,Pseudomonas aeruginosa PAO1
879968,galU,galU,208964,Pseudomonas aeruginosa PAO1
879967,PA3514,PA3514,208964,Pseudomonas aeruginosa PAO1
879966,PA3513,PA3513,208964,Pseudomonas aeruginosa PAO1
879965,PA1127,PA1127,208964,Pseudomonas aeruginosa PAO1
879964,PA5167,PA5167,208964,Pseudomonas aeruginosa PAO1
879963,PA5166,PA5166,208964,Pseudomonas aeruginosa PAO1
879962,PA5165,PA5165,208964,Pseudomonas aeruginosa PAO1
879961,PA3403,PA3403,208964,Pseudomonas aeruginosa PAO1
879960,PA3402,PA3402,208964,Pseudomonas aeruginosa PAO1
879959,PA2004,PA2004,208964,Pseudomonas aeruginosa PAO1
879958,PA1791,PA1791,208964,Pseudomonas aeruginosa PAO1
879957,PA5156,PA5156,208964,Pseudomonas aeruginosa PAO1
879956,PA5155,PA5155,208964,Pseudomonas aeruginosa PAO1
879955,PA3399,PA3399,208964,Pseudomonas aeruginosa PAO1
879954,PA3398,PA3398,208964,Pseudomonas aeruginosa PAO1
879953,PA3132,PA3132,208964,Pseudomonas aeruginosa PAO1
879952,PA3131,PA3131,208964,Pseudomonas aeruginosa PAO1
879951,PA1147,PA1147,208964,Pseudomonas aeruginosa PAO1
879950,PA3796,PA3796,208964,Pseudomonas aeruginosa PAO1
879949,PA3795,PA3795,208964,Pseudomonas aeruginosa PAO1
879948,PA3376,PA3376,208964,Pseudomonas aeruginosa PAO1
879947,PA3375,PA3375,208964,Pseudomonas aeruginosa PAO1
879946,PA2865,PA2865,208964,Pseudomonas aeruginosa PAO1
879945,PA2864,PA2864,208964,Pseudomonas aeruginosa PAO1
879944,fdx2,fdx2,208964,Pseudomonas aeruginosa PAO1
879943,PA3530,PA3530,208964,Pseudomonas aeruginosa PAO1
879942,PA3529,PA3529,208964,Pseudomonas aeruginosa PAO1
879941,leuA,leuA,208964,Pseudomonas aeruginosa PAO1
879940,PA3791,PA3791,208964,Pseudomonas aeruginosa PAO1
879939,PA3486,PA3486,208964,Pseudomonas aeruginosa PAO1
879938,PA3485,PA3485,208964,Pseudomonas aeruginosa PAO1
879937,hscB,hscB,208964,Pseudomonas aeruginosa PAO1
879936,hscA,hscA,208964,Pseudomonas aeruginosa PAO1
879935,PA1790,PA1790,208964,Pseudomonas aeruginosa PAO1
879934,PA1187,PA1187,208964,Pseudomonas aeruginosa PAO1
879933,PA1884,PA1884,208964,Pseudomonas aeruginosa PAO1
879932,PA2117,PA2117,208964,Pseudomonas aeruginosa PAO1
879931,PA4963,PA4963,208964,Pseudomonas aeruginosa PAO1
879930,PA4962,PA4962,208964,Pseudomonas aeruginosa PAO1
879929,pelG,pelG,208964,Pseudomonas aeruginosa PAO1
879928,PA3057,PA3057,208964,Pseudomonas aeruginosa PAO1
879927,PA3817,PA3817,208964,Pseudomonas aeruginosa PAO1
879926,cysE,cysE,208964,Pseudomonas aeruginosa PAO1
879925,PA3471,PA3471,208964,Pseudomonas aeruginosa PAO1
879924,PA3470,PA3470,208964,Pseudomonas aeruginosa PAO1
879923,PA1191,PA1191,208964,Pseudomonas aeruginosa PAO1
879922,wzz,wzz,208964,Pseudomonas aeruginosa PAO1
879921,wbpA,wbpA,208964,Pseudomonas aeruginosa PAO1
879920,PA5160,PA5160,208964,Pseudomonas aeruginosa PAO1
879919,iscR,iscR,208964,Pseudomonas aeruginosa PAO1
879918,iscS,iscS,208964,Pseudomonas aeruginosa PAO1
879917,iscU,iscU,208964,Pseudomonas aeruginosa PAO1
879916,iscA,iscA,208964,Pseudomonas aeruginosa PAO1
879915,PA3500,PA3500,208964,Pseudomonas aeruginosa PAO1
879914,PA3499,PA3499,208964,Pseudomonas aeruginosa PAO1
879913,fpr,fpr,208964,Pseudomonas aeruginosa PAO1
879912,nosL,nosL,208964,Pseudomonas aeruginosa PAO1
879911,fimV,fimV,208964,Pseudomonas aeruginosa PAO1
879910,truA,truA,208964,Pseudomonas aeruginosa PAO1
879909,PA3819,PA3819,208964,Pseudomonas aeruginosa PAO1
879908,PA3818,PA3818,208964,Pseudomonas aeruginosa PAO1
879907,PA2348,PA2348,208964,Pseudomonas aeruginosa PAO1
879906,PA3835,PA3835,208964,Pseudomonas aeruginosa PAO1
879905,valS,valS,208964,Pseudomonas aeruginosa PAO1
879904,secF,secF,208964,Pseudomonas aeruginosa PAO1
879903,PA3109,PA3109,208964,Pseudomonas aeruginosa PAO1
879902,PA0715,PA0715,208964,Pseudomonas aeruginosa PAO1
879901,PA3401,PA3401,208964,Pseudomonas aeruginosa PAO1
879900,PA3400,PA3400,208964,Pseudomonas aeruginosa PAO1
879899,PA2114,PA2114,208964,Pseudomonas aeruginosa PAO1
879898,PA4968,PA4968,208964,Pseudomonas aeruginosa PAO1
879897,parE,parE,208964,Pseudomonas aeruginosa PAO1
879896,PA4966,PA4966,208964,Pseudomonas aeruginosa PAO1
879895,acpP,acpP,208964,Pseudomonas aeruginosa PAO1
879894,fabF1,fabF1,208964,Pseudomonas aeruginosa PAO1
879893,PA3808,PA3808,208964,Pseudomonas aeruginosa PAO1
879892,ndk,ndk,208964,Pseudomonas aeruginosa PAO1
879891,PA2535,PA2535,208964,Pseudomonas aeruginosa PAO1
879890,PA2534,PA2534,208964,Pseudomonas aeruginosa PAO1
879889,PA2482,PA2482,208964,Pseudomonas aeruginosa PAO1
879888,PA2481,PA2481,208964,Pseudomonas aeruginosa PAO1
879887,queA,queA,208964,Pseudomonas aeruginosa PAO1
879886,tgt,tgt,208964,Pseudomonas aeruginosa PAO1
879885,PA2346,PA2346,208964,Pseudomonas aeruginosa PAO1
879884,PA2345,PA2345,208964,Pseudomonas aeruginosa PAO1
879883,PA3833,PA3833,208964,Pseudomonas aeruginosa PAO1
879882,holC,holC,208964,Pseudomonas aeruginosa PAO1
879881,PA1135,PA1135,208964,Pseudomonas aeruginosa PAO1
879880,PA0646,PA0646,208964,Pseudomonas aeruginosa PAO1
879879,PA3829,PA3829,208964,Pseudomonas aeruginosa PAO1
879878,PA3828,PA3828,208964,Pseudomonas aeruginosa PAO1
879877,ldh,ldh,208964,Pseudomonas aeruginosa PAO1
879876,PA3417,PA3417,208964,Pseudomonas aeruginosa PAO1
879875,lexA,lexA,208964,Pseudomonas aeruginosa PAO1
879874,psrA,psrA,208964,Pseudomonas aeruginosa PAO1
879873,PA0365,PA0365,208964,Pseudomonas aeruginosa PAO1
879872,PA3827,PA3827,208964,Pseudomonas aeruginosa PAO1
879871,PA3826,PA3826,208964,Pseudomonas aeruginosa PAO1
879870,PA3492,PA3492,208964,Pseudomonas aeruginosa PAO1
879869,PA3491,PA3491,208964,Pseudomonas aeruginosa PAO1
879868,PA2821,PA2821,208964,Pseudomonas aeruginosa PAO1
879867,PA2820,PA2820,208964,Pseudomonas aeruginosa PAO1
879866,PA2022,PA2022,208964,Pseudomonas aeruginosa PAO1
879865,pepA,pepA,208964,Pseudomonas aeruginosa PAO1
879864,PA3830,PA3830,208964,Pseudomonas aeruginosa PAO1
879863,PA2119,PA2119,208964,Pseudomonas aeruginosa PAO1
879862,PA4955,PA4955,208964,Pseudomonas aeruginosa PAO1
879861,motA,motA,208964,Pseudomonas aeruginosa PAO1
879860,PA3839,PA3839,208964,Pseudomonas aeruginosa PAO1
879859,PA3838,PA3838,208964,Pseudomonas aeruginosa PAO1
879858,PA0364,PA0364,208964,Pseudomonas aeruginosa PAO1
879857,PA3853,PA3853,208964,Pseudomonas aeruginosa PAO1
879856,PA3852,PA3852,208964,Pseudomonas aeruginosa PAO1
879855,hasR,hasR,208964,Pseudomonas aeruginosa PAO1
879854,hasAp,hasAp,208964,Pseudomonas aeruginosa PAO1
879853,maiA,maiA,208964,Pseudomonas aeruginosa PAO1
879852,PA2854,PA2854,208964,Pseudomonas aeruginosa PAO1
879851,oprI,oprI,208964,Pseudomonas aeruginosa PAO1
879850,PA1143,PA1143,208964,Pseudomonas aeruginosa PAO1
879848,PA3842,PA3842,208964,Pseudomonas aeruginosa PAO1
879847,coaD,coaD,208964,Pseudomonas aeruginosa PAO1
879846,PA3825,PA3825,208964,Pseudomonas aeruginosa PAO1
879845,PA3066,PA3066,208964,Pseudomonas aeruginosa PAO1
879844,PA3065,PA3065,208964,Pseudomonas aeruginosa PAO1
879843,PA2801,PA2801,208964,Pseudomonas aeruginosa PAO1
879842,PA2800,PA2800,208964,Pseudomonas aeruginosa PAO1
879841,PA3849,PA3849,208964,Pseudomonas aeruginosa PAO1
879840,PA3848,PA3848,208964,Pseudomonas aeruginosa PAO1
879839,algG,algG,208964,Pseudomonas aeruginosa PAO1
879838,algE,algE,208964,Pseudomonas aeruginosa PAO1
879837,exoS,exoS,208964,Pseudomonas aeruginosa PAO1
879836,PA3840,PA3840,208964,Pseudomonas aeruginosa PAO1
879835,PA0378,PA0378,208964,Pseudomonas aeruginosa PAO1
879834,ada,ada,208964,Pseudomonas aeruginosa PAO1
879833,PA2475,PA2475,208964,Pseudomonas aeruginosa PAO1
879832,PA3845,PA3845,208964,Pseudomonas aeruginosa PAO1
879831,PA3844,PA3844,208964,Pseudomonas aeruginosa PAO1
